,index,Unicode_Character,character,structure,segment,pinyin,segment1,segment2,pinyin1,pinyin2,consonant,vowel,tone,consonant1,vowel1,tone1,consonant2,vowel2,tone2,segment1_sound,segment2_sound
3697,3943,U+07152,煒,0,火韋,wei3,火,韋,huo3,wei2,w,ei,3,h,uo,3,w,ei,2,"[0, 0, 1]","[1, 1, 0]"
3698,3944,U+07154,煔,0,炎占,tian4,炎,占,yan2,zhan1,t,ian,4,y,an,2,zh,an,1,"[0, 0, 0]","[0, 0, 0]"
3699,3945,U+07156,煖,0,火爰,nuan3,火,爰,huo3,yuan2,n,uan,3,h,uo,3,y,uan,2,"[0, 0, 1]","[0, 1, 0]"
3700,3946,U+07157,煗,0,火耎,nuan3,火,耎,huo3,ruan3,n,uan,3,h,uo,3,r,uan,3,"[0, 0, 1]","[0, 1, 1]"
3701,3947,U+0715C,煜,0,火昱,yu4,火,昱,huo3,yu4,y,u,4,h,uo,3,y,u,4,"[0, 0, 0]","[1, 1, 1]"
3702,3948,U+07162,煢,1,營卂,qiong2,營,卂,ying2,xin4,q,iong,2,y,ing,2,x,in,4,"[0, 0, 1]","[0, 0, 0]"
3703,3949,U+07163,煣,0,火柔,rou3,火,柔,huo3,rou2,r,ou,3,h,uo,3,r,ou,2,"[0, 0, 1]","[1, 1, 0]"
3704,3950,U+07164,煤,0,火某,mei2,火,某,huo3,mou3,m,ei,2,h,uo,3,m,ou,3,"[0, 0, 0]","[1, 0, 0]"
3705,3951,U+07165,煥,0,火奐,huan4,火,奐,huo3,huan4,h,uan,4,h,uo,3,h,uan,4,"[1, 0, 0]","[1, 1, 1]"
3706,3952,U+07168,煨,0,火畏,wei1,火,畏,huo3,wei4,w,ei,1,h,uo,3,w,ei,4,"[0, 0, 0]","[1, 1, 0]"
3707,3953,U+07169,煩,0,火頁,fan2,火,頁,huo3,ye4,f,an,2,h,uo,3,y,e,4,"[0, 0, 0]","[0, 0, 0]"
3708,3954,U+0716C,煬,0,火昜,yang2,火,昜,huo3,yang2,y,ang,2,h,uo,3,y,ang,2,"[0, 0, 0]","[1, 1, 1]"
3709,3955,U+0717D,煽,0,火扇,shan1,火,扇,huo3,shan4,sh,an,1,h,uo,3,sh,an,4,"[0, 0, 0]","[1, 1, 0]"
3710,3956,U+07184,熄,0,火息,xi2,火,息,huo3,xi1,x,i,2,h,uo,3,x,i,1,"[0, 0, 0]","[1, 1, 0]"
3712,3958,U+07187,熇,0,火高,he4,火,高,huo3,gao1,h,e,4,h,uo,3,g,ao,1,"[1, 0, 0]","[0, 0, 0]"
3713,3959,U+0718B,熋,1,能火,nai2,能,火,neng2,huo3,n,ai,2,n,eng,2,h,uo,3,"[1, 0, 1]","[0, 0, 0]"
3714,3960,U+0718F,熏,1,屮黑,xun1,屮,黑,che4,hei1,x,un,1,ch,e,4,h,ei,1,"[0, 0, 0]","[0, 0, 1]"
3715,3961,U+07191,熑,0,火兼,lian2,火,兼,huo3,jian1,l,ian,2,h,uo,3,j,ian,1,"[0, 0, 0]","[0, 1, 0]"
3716,3962,U+07192,熒,B,焱冂,ying2,焱,冂,yan4,jiong1,y,ing,2,y,an,4,j,iong,1,"[1, 0, 0]","[0, 0, 0]"
3717,3963,U+07194,熔,0,火容,rong2,火,容,huo3,rong2,r,ong,2,h,uo,3,r,ong,2,"[0, 0, 0]","[1, 1, 1]"
3719,3965,U+0719A,熚,0,火畢,bi4,火,畢,huo3,bi4,b,i,4,h,uo,3,b,i,4,"[0, 0, 0]","[1, 1, 1]"
3720,3966,U+0719C,熜,0,火悤,zong3,火,悤,huo3,cong1,z,ong,3,h,uo,3,c,ong,1,"[0, 0, 1]","[0, 1, 0]"
3721,3967,U+071A0,熠,0,火習,yi4,火,習,huo3,xi2,y,i,4,h,uo,3,x,i,2,"[0, 0, 0]","[0, 1, 0]"
3722,3968,U+071A8,熨,1,尉火,yun4,尉,火,wei4,huo3,y,un,4,w,ei,4,h,uo,3,"[0, 0, 1]","[0, 0, 0]"
3723,3969,U+071AD,熭,1,彗火,wei4,彗,火,hui4,huo3,w,ei,4,h,ui,4,h,uo,3,"[0, 0, 1]","[0, 0, 0]"
3724,3970,U+071AE,熮,0,火翏,liao2,火,翏,huo3,liu4,l,iao,2,h,uo,3,l,iu,4,"[0, 0, 0]","[1, 0, 0]"
3725,3971,U+071AF,熯,0,火漢,han4,火,漢,huo3,han4,h,an,4,h,uo,3,h,an,4,"[1, 0, 0]","[1, 1, 1]"
3726,3972,U+071B2,熲,9,頃火,jiong3,頃,火,qing3,huo3,j,iong,3,q,ing,3,h,uo,3,"[0, 0, 1]","[0, 0, 1]"
3727,3973,U+071BE,熾,0,火戠,chi4,火,戠,huo3,shi4,ch,i,4,h,uo,3,sh,i,4,"[0, 0, 0]","[0, 1, 1]"
3728,3974,U+071C0,燀,0,火單,chan3,火,單,huo3,dan1,ch,an,3,h,uo,3,d,an,1,"[0, 0, 1]","[0, 1, 0]"
3729,3975,U+071C3,燃,0,火然,ran2,火,然,huo3,ran2,r,an,2,h,uo,3,r,an,2,"[0, 0, 0]","[1, 1, 1]"
3730,3976,U+071C4,燄,0,臽炎,yan4,臽,炎,xian4,yan2,y,an,4,x,ian,4,y,an,2,"[0, 0, 1]","[1, 1, 0]"
3732,3978,U+071C8,燈,0,火登,deng1,火,登,huo3,deng1,d,eng,1,h,uo,3,d,eng,1,"[0, 0, 0]","[1, 1, 1]"
3733,3979,U+071C9,燉,0,火敦,dun4,火,敦,huo3,dun1,d,un,4,h,uo,3,d,un,1,"[0, 0, 0]","[1, 1, 0]"
3734,3980,U+071CA,燊,1,焱木,shen1,焱,木,yan4,mu4,sh,en,1,y,an,4,m,u,4,"[0, 0, 0]","[0, 0, 0]"
3735,3981,U+071CB,燋,0,火焦,jiao1,火,焦,huo3,jiao1,j,iao,1,h,uo,3,j,iao,1,"[0, 0, 0]","[1, 1, 1]"
3736,3982,U+071D2,燒,0,火堯,shao1,火,堯,huo3,yao2,sh,ao,1,h,uo,3,y,ao,2,"[0, 0, 0]","[0, 1, 0]"
3737,3983,U+071D4,燔,0,火番,fan2,火,番,huo3,fan1,f,an,2,h,uo,3,f,an,1,"[0, 0, 0]","[1, 1, 0]"
3738,3985,U+071D7,燗,0,火閒,lan4,火,閒,huo3,xian2,l,an,4,h,uo,3,x,ian,2,"[0, 0, 0]","[0, 0, 0]"
3739,3986,U+071DF,營,1,熒呂,ying2,熒,呂,ying2,lv3,y,ing,2,y,ing,2,l,v,3,"[1, 1, 1]","[0, 0, 0]"
3740,3987,U+071E0,燠,0,火奧,yu4,火,奧,huo3,ao4,y,u,4,h,uo,3,00,ao,4,"[0, 0, 0]","[0, 0, 1]"
3741,3988,U+071E5,燥,0,火喿,zao4,火,喿,huo3,sao4,z,ao,4,h,uo,3,s,ao,4,"[0, 0, 0]","[0, 1, 1]"
3742,3989,U+071E6,燦,0,火粲,can4,火,粲,huo3,can4,c,an,4,h,uo,3,c,an,4,"[0, 0, 0]","[1, 1, 1]"
3743,3990,U+071E7,燧,0,火遂,sui4,火,遂,huo3,sui4,s,ui,4,h,uo,3,s,ui,4,"[0, 0, 0]","[1, 1, 1]"
3744,3991,U+071EC,燬,0,火毀,hui3,火,毀,huo3,hui3,h,ui,3,h,uo,3,h,ui,3,"[1, 0, 1]","[1, 1, 1]"
3745,3992,U+071ED,燭,0,火蜀,zhu2,火,蜀,huo3,shu3,zh,u,2,h,uo,3,sh,u,3,"[0, 0, 0]","[0, 1, 0]"
3748,3995,U+071F9,燹,1,豩火,xian3,豩,火,bin1,huo3,x,ian,3,b,in,1,h,uo,3,"[0, 0, 0]","[0, 0, 1]"
3749,3996,U+071FB,燻,0,火熏,xun1,火,熏,huo3,xun1,x,un,1,h,uo,3,x,un,1,"[0, 0, 0]","[1, 1, 1]"
3750,3997,U+071FC,燼,0,火盡,jin4,火,盡,huo3,jin4,j,in,4,h,uo,3,j,in,4,"[0, 0, 0]","[1, 1, 1]"
3751,3998,U+071FF,燿,0,火翟,yao4,火,翟,huo3,di2,y,ao,4,h,uo,3,d,i,2,"[0, 0, 0]","[0, 0, 0]"
3752,3999,U+07207,爇,1,蓺灬,ruo4,蓺,灬,yi4,biao1,r,uo,4,y,i,4,b,iao,1,"[0, 0, 1]","[0, 0, 0]"
3753,4000,U+0720D,爍,0,火樂,shuo4,火,樂,huo3,le4,sh,uo,4,h,uo,3,l,e,4,"[0, 1, 0]","[0, 0, 1]"
3754,4001,U+07213,爓,0,火閻,yan4,火,閻,huo3,yan2,y,an,4,h,uo,3,y,an,2,"[0, 0, 0]","[1, 1, 0]"
3755,4002,U+0721A,爚,0,火龠,yue4,火,龠,huo3,yue4,y,ue,4,h,uo,3,y,ue,4,"[0, 0, 0]","[1, 1, 1]"
3756,4003,U+0721B,爛,0,火闌,lan4,火,闌,huo3,lan2,l,an,4,h,uo,3,l,an,2,"[0, 0, 0]","[1, 1, 0]"
3757,4004,U+0721D,爝,0,火爵,jue2,火,爵,huo3,jue2,j,ue,2,h,uo,3,j,ue,2,"[0, 0, 0]","[1, 1, 1]"
3758,4005,U+0721E,爞,0,火蟲,tong2,火,蟲,huo3,chong2,t,ong,2,h,uo,3,ch,ong,2,"[0, 0, 0]","[0, 1, 1]"
3759,4006,U+0721F,爟,0,火雚,guan4,火,雚,huo3,guan4,g,uan,4,h,uo,3,g,uan,4,"[0, 0, 0]","[1, 1, 1]"
3760,4007,U+07224,爤,0,火蘭,lan4,火,蘭,huo3,lan2,l,an,4,h,uo,3,l,an,2,"[0, 0, 0]","[1, 1, 0]"
3761,4010,U+0722C,爬,A,爪巴,pa2,爪,巴,zhua3,ba1,p,a,2,zh,ua,3,b,a,1,"[0, 0, 0]","[0, 1, 0]"
3763,4012,U+0722F,爯,1,爫冓,cheng1,爫,冓,爫,gou4,ch,eng,1,00,,爫,g,ou,4,"[0, 0, 0]","[0, 0, 0]"
3765,4015,U+07235,爵,1,雀寸,jue2,雀,寸,que4,cun4,j,ue,2,q,ue,4,c,un,4,"[0, 1, 0]","[0, 0, 0]"
3766,4017,U+0723A,爺,1,父耶,ye2,父,耶,fu4,ye2,y,e,2,f,u,4,y,e,2,"[0, 0, 0]","[1, 1, 1]"
3768,4020,U+07240,牀,0,爿木,chuang2,爿,木,qiang2,mu4,ch,uang,2,q,iang,2,m,u,4,"[0, 0, 1]","[0, 0, 0]"
3769,4021,U+07242,牂,0,爿羊,zang1,爿,羊,qiang2,yang2,z,ang,1,q,iang,2,y,ang,2,"[0, 0, 0]","[0, 1, 0]"
3770,4022,U+07244,牄,0,爿倉,qiang1,爿,倉,qiang2,cang1,q,iang,1,q,iang,2,c,ang,1,"[1, 1, 0]","[0, 0, 1]"
3771,4023,U+07246,牆,0,爿嗇,qiang2,爿,嗇,qiang2,se4,q,iang,2,q,iang,2,s,e,4,"[1, 1, 1]","[0, 0, 0]"
3772,4025,U+07248,版,0,片反,ban3,片,反,pian4,fan3,b,an,3,p,ian,4,f,an,3,"[0, 0, 0]","[0, 1, 1]"
3773,4026,U+0724B,牋,0,片戔,jian1,片,戔,pian4,jian1,j,ian,1,p,ian,4,j,ian,1,"[0, 1, 0]","[1, 1, 1]"
3774,4027,U+0724C,牌,0,片卑,pai2,片,卑,pian4,bei1,p,ai,2,p,ian,4,b,ei,1,"[1, 0, 0]","[0, 0, 0]"
3775,4028,U+0724F,牏,0,片兪,tou2,片,兪,pian4,yu2,t,ou,2,p,ian,4,y,u,2,"[0, 0, 0]","[0, 0, 1]"
3776,4029,U+07251,牑,0,片扁,bian1,片,扁,pian4,bian3,b,ian,1,p,ian,4,b,ian,3,"[0, 1, 0]","[1, 1, 0]"
3777,4030,U+07252,牒,0,片枼,die2,片,枼,pian4,ye4,d,ie,2,p,ian,4,y,e,4,"[0, 0, 0]","[0, 0, 0]"
3779,4034,U+0725D,牝,0,牜匕,pin4,牜,匕,牜,bi3,p,in,4,00,,牜,b,i,3,"[0, 0, 0]","[0, 0, 0]"
3780,4035,U+0725F,牟,1,厶牛,mou2,厶,牛,si1,niu2,m,ou,2,s,i,1,n,iu,2,"[0, 0, 0]","[0, 0, 1]"
3781,4036,U+07261,牡,0,牛土,mu3,牛,土,niu2,tu3,m,u,3,n,iu,2,t,u,3,"[0, 0, 0]","[0, 1, 1]"
3782,4037,U+07262,牢,1,宀牛,lao2,宀,牛,mian2,niu2,l,ao,2,m,ian,2,n,iu,2,"[0, 0, 1]","[0, 0, 1]"
3783,4038,U+07263,牣,0,牜刃,ren4,牜,刃,牜,ren4,r,en,4,00,,牜,r,en,4,"[0, 0, 0]","[1, 1, 1]"
3784,4039,U+07267,牧,0,牜攵,mu4,牜,攵,牜,sui1,m,u,4,00,,牜,s,ui,1,"[0, 0, 0]","[0, 0, 0]"
3785,4040,U+07269,物,0,牜勿,wu4,牜,勿,牜,wu4,w,u,4,00,,牜,w,u,4,"[0, 0, 0]","[1, 1, 1]"
3786,4041,U+0726D,牭,0,牜四,si4,牜,四,牜,si4,s,i,4,00,,牜,s,i,4,"[0, 0, 0]","[1, 1, 1]"
3787,4042,U+07272,牲,0,牜生,sheng1,牜,生,牜,sheng1,sh,eng,1,00,,牜,sh,eng,1,"[0, 0, 0]","[1, 1, 1]"
3788,4043,U+07274,牴,0,牜氐,di3,牜,氐,牜,di3,d,i,3,00,,牜,d,i,3,"[0, 0, 0]","[1, 1, 1]"
3789,4044,U+07277,牷,0,牜全,quan2,牜,全,牜,quan2,q,uan,2,00,,牜,q,uan,2,"[0, 0, 0]","[1, 1, 1]"
3790,4045,U+07279,特,0,牜寺,te4,牜,寺,牜,si4,t,e,4,00,,牜,s,i,4,"[0, 0, 0]","[0, 0, 1]"
3791,4046,U+0727B,牻,0,牜尨,mang2,牜,尨,牜,mang2,m,ang,2,00,,牜,m,ang,2,"[0, 0, 0]","[1, 1, 1]"
3792,4047,U+0727C,牼,0,牜巠,keng1,牜,巠,牜,jing1,k,eng,1,00,,牜,j,ing,1,"[0, 0, 0]","[0, 0, 1]"
3794,4049,U+0727E,牾,0,牜吾,wu2,牜,吾,牜,wu2,w,u,2,00,,牜,w,u,2,"[0, 0, 0]","[1, 1, 1]"
3795,4050,U+0727F,牿,0,牜告,gu4,牜,告,牜,gao4,g,u,4,00,,牜,g,ao,4,"[0, 0, 0]","[1, 0, 1]"
3797,4052,U+07282,犂,0,牜利,li2,牜,利,牜,li4,l,i,2,00,,牜,l,i,4,"[0, 0, 0]","[1, 1, 0]"
3798,4053,U+07285,犅,0,牜岡,gang1,牜,岡,牜,gang1,g,ang,1,00,,牜,g,ang,1,"[0, 0, 0]","[1, 1, 1]"
3799,4054,U+07287,犇,1,牛牪,ben1,牛,牪,niu2,yan4,b,en,1,n,iu,2,y,an,4,"[0, 0, 0]","[0, 0, 0]"
3800,4055,U+0728D,犍,0,牜建,jian1,牜,建,牜,jian4,j,ian,1,00,,牜,j,ian,4,"[0, 0, 0]","[1, 1, 0]"
3801,4056,U+07292,犒,0,牜高,kao4,牜,高,牜,gao1,k,ao,4,00,,牜,g,ao,1,"[0, 0, 0]","[0, 1, 0]"
3802,4057,U+07293,犓,0,牜芻,chu2,牜,芻,牜,chu2,ch,u,2,00,,牜,ch,u,2,"[0, 0, 0]","[1, 1, 1]"
3803,4058,U+07296,犖,1,勞牛,luo4,勞,牛,lao2,niu2,l,uo,4,l,ao,2,n,iu,2,"[1, 0, 0]","[0, 0, 0]"
3804,4059,U+07297,犗,0,牜害,jie4,牜,害,牜,hai4,j,ie,4,00,,牜,h,ai,4,"[0, 0, 0]","[0, 0, 1]"
3805,4060,U+07299,犙,0,牜參,san1,牜,參,牜,can1,s,an,1,00,,牜,c,an,1,"[0, 0, 0]","[0, 1, 1]"
3807,4062,U+0729D,犝,0,牜童,tong2,牜,童,牜,tong2,t,ong,2,00,,牜,t,ong,2,"[0, 0, 0]","[1, 1, 1]"
3808,4063,U+072A1,犡,0,牜厲,li4,牜,厲,牜,li4,l,i,4,00,,牜,l,i,4,"[0, 0, 0]","[1, 1, 1]"
3810,4065,U+072A5,犥,0,牜麃,piao3,牜,麃,牜,biao1,p,iao,3,00,,牜,b,iao,1,"[0, 0, 0]","[0, 1, 0]"
3811,4066,U+072A7,犧,0,牜羲,xi1,牜,羲,牜,xi1,x,i,1,00,,牜,x,i,1,"[0, 0, 0]","[1, 1, 1]"
3812,4067,U+072AB,犫,1,讎牛,chou1,讎,牛,chou2,niu2,ch,ou,1,ch,ou,2,n,iu,2,"[1, 1, 0]","[0, 0, 0]"
3814,4071,U+072B4,犴,0,犭干,an4,犭,干,犭,gan1,00,an,4,00,,犭,g,an,1,"[1, 0, 0]","[0, 1, 0]"
3815,4072,U+072BA,犺,0,犭亢,kang4,犭,亢,犭,kang4,k,ang,4,00,,犭,k,ang,4,"[0, 0, 0]","[1, 1, 1]"
3816,4073,U+072C0,狀,0,爿犬,zhuang4,爿,犬,qiang2,quan3,zh,uang,4,q,iang,2,q,uan,3,"[0, 0, 0]","[0, 0, 0]"
3817,4074,U+072C3,狃,0,犭丑,niu3,犭,丑,犭,chou3,n,iu,3,00,,犭,ch,ou,3,"[0, 0, 0]","[0, 0, 1]"
3818,4075,U+072C4,狄,0,犭亦,di2,犭,亦,犭,yi4,d,i,2,00,,犭,y,i,4,"[0, 0, 0]","[0, 1, 0]"
3819,4076,U+072C6,狆,0,犭中,zhong4,犭,中,犭,zhong1,zh,ong,4,00,,犭,zh,ong,1,"[0, 0, 0]","[1, 1, 0]"
3820,4077,U+072CA,狊,1,目犬,ju2,目,犬,mu4,quan3,j,u,2,m,u,4,q,uan,3,"[0, 1, 0]","[0, 0, 0]"
3821,4078,U+072CB,狋,0,犭示,ni2,犭,示,犭,shi4,n,i,2,00,,犭,sh,i,4,"[0, 0, 0]","[0, 1, 0]"
3822,4079,U+072CE,狎,0,犭甲,xia2,犭,甲,犭,jia3,x,ia,2,00,,犭,j,ia,3,"[0, 0, 0]","[0, 1, 0]"
3823,4080,U+072D0,狐,0,犭瓜,hu2,犭,瓜,犭,gua1,h,u,2,00,,犭,g,ua,1,"[0, 0, 0]","[0, 0, 0]"
3824,4081,U+072D2,狒,0,犭弗,fei4,犭,弗,犭,fu2,f,ei,4,00,,犭,f,u,2,"[0, 0, 0]","[1, 0, 0]"
3825,4082,U+072D7,狗,0,犭句,gou3,犭,句,犭,ju4,g,ou,3,00,,犭,j,u,4,"[0, 0, 0]","[0, 0, 0]"
3826,4083,U+072D8,狘,0,犭戉,yue4,犭,戉,犭,yue4,y,ue,4,00,,犭,y,ue,4,"[0, 0, 0]","[1, 1, 1]"
3827,4084,U+072D9,狙,0,犭且,ju1,犭,且,犭,qie3,j,u,1,00,,犭,q,ie,3,"[0, 0, 0]","[0, 0, 0]"
3828,4085,U+072DB,狛,0,犭白,po4,犭,白,犭,bai2,p,o,4,00,,犭,b,ai,2,"[0, 0, 0]","[0, 0, 0]"
3829,4086,U+072E0,狠,0,犭艮,hen3,犭,艮,犭,gen4,h,en,3,00,,犭,g,en,4,"[0, 0, 0]","[0, 1, 0]"
3830,4087,U+072E1,狡,0,犭交,jiao3,犭,交,犭,jiao1,j,iao,3,00,,犭,j,iao,1,"[0, 0, 0]","[1, 1, 0]"
3831,4088,U+072E2,狢,0,犭各,he2,犭,各,犭,ge4,h,e,2,00,,犭,g,e,4,"[0, 0, 0]","[0, 1, 0]"
3832,4089,U+072E7,狧,0,犭舌,ta4,犭,舌,犭,she2,t,a,4,00,,犭,sh,e,2,"[0, 0, 0]","[0, 0, 0]"
3833,4090,U+072E9,狩,0,犭守,shou4,犭,守,犭,shou3,sh,ou,4,00,,犭,sh,ou,3,"[0, 0, 0]","[1, 1, 0]"
3834,4091,U+072F7,狷,0,犭肙,juan4,犭,肙,犭,yuan1,j,uan,4,00,,犭,y,uan,1,"[0, 0, 0]","[0, 1, 0]"
3835,4092,U+072F8,狸,0,犭里,li2,犭,里,犭,li3,l,i,2,00,,犭,l,i,3,"[0, 0, 0]","[1, 1, 0]"
3836,4093,U+072F9,狹,0,犭夾,xia2,犭,夾,犭,jia1,x,ia,2,00,,犭,j,ia,1,"[0, 0, 0]","[0, 1, 0]"
3837,4094,U+072FB,狻,0,犭夌,suan1,犭,夌,犭,ling2,s,uan,1,00,,犭,l,ing,2,"[0, 0, 0]","[0, 0, 0]"
3838,4095,U+072FC,狼,0,犭良,lang2,犭,良,犭,liang2,l,ang,2,00,,犭,l,iang,2,"[0, 0, 0]","[1, 0, 1]"
3839,4096,U+072FD,狽,0,犭貝,bei4,犭,貝,犭,bei4,b,ei,4,00,,犭,b,ei,4,"[0, 0, 0]","[1, 1, 1]"
3840,4097,U+07308,猈,0,犭卑,ba4,犭,卑,犭,bei1,b,a,4,00,,犭,b,ei,1,"[0, 0, 0]","[1, 0, 0]"
3841,4098,U+0730A,猊,0,犭兒,ni2,犭,兒,犭,er2,n,i,2,00,,犭,00,er,2,"[0, 0, 0]","[0, 0, 1]"
3843,4100,U+0730C,猌,0,來犬,yin4,來,犬,lai2,quan3,y,in,4,l,ai,2,q,uan,3,"[0, 0, 0]","[0, 0, 0]"
3844,4101,U+07316,猖,0,犭昌,chang1,犭,昌,犭,chang1,ch,ang,1,00,,犭,ch,ang,1,"[0, 0, 0]","[1, 1, 1]"
3845,4102,U+07317,猗,0,犭奇,yi1,犭,奇,犭,qi2,y,i,1,00,,犭,q,i,2,"[0, 0, 0]","[0, 1, 0]"
3846,4103,U+0731A,猚,0,犭隹,ya2,犭,隹,犭,zhui1,y,a,2,00,,犭,zh,ui,1,"[0, 0, 0]","[0, 0, 0]"
3847,4104,U+0731B,猛,0,犭孟,meng3,犭,孟,犭,meng4,m,eng,3,00,,犭,m,eng,4,"[0, 0, 0]","[1, 1, 0]"
3848,4105,U+0731C,猜,0,犭靑,cai1,犭,靑,犭,qing1,c,ai,1,00,,犭,q,ing,1,"[0, 0, 0]","[0, 0, 1]"
3849,4106,U+0731D,猝,0,犭卒,cu4,犭,卒,犭,zu2,c,u,4,00,,犭,z,u,2,"[0, 0, 0]","[0, 1, 0]"
3850,4107,U+07325,猥,0,犭畏,wei3,犭,畏,犭,wei4,w,ei,3,00,,犭,w,ei,4,"[0, 0, 0]","[1, 1, 0]"
3851,4108,U+07329,猩,0,犭星,xing1,犭,星,犭,xing1,x,ing,1,00,,犭,x,ing,1,"[0, 0, 0]","[1, 1, 1]"
3852,4109,U+0732F,猯,0,犭耑,tuan1,犭,耑,犭,zhuan1,t,uan,1,00,,犭,zh,uan,1,"[0, 0, 0]","[0, 1, 1]"
3853,4110,U+07330,猰,0,犭契,ya4,犭,契,犭,qi4,y,a,4,00,,犭,q,i,4,"[0, 0, 0]","[0, 0, 1]"
3854,4111,U+07332,猲,0,犭曷,xie1,犭,曷,犭,he2,x,ie,1,00,,犭,h,e,2,"[0, 0, 0]","[0, 0, 0]"
3855,4112,U+07334,猴,0,犭矦,hou2,犭,矦,犭,hou2,h,ou,2,00,,犭,h,ou,2,"[0, 0, 0]","[1, 1, 1]"
3856,4113,U+07335,猵,0,犭扁,bian1,犭,扁,犭,bian3,b,ian,1,00,,犭,b,ian,3,"[0, 0, 0]","[1, 1, 0]"
3857,4114,U+07336,猶,0,犭酋,you2,犭,酋,犭,qiu2,y,ou,2,00,,犭,q,iu,2,"[0, 0, 0]","[0, 0, 1]"
3858,4115,U+07337,猷,0,酋犬,you2,酋,犬,qiu2,quan3,y,ou,2,q,iu,2,q,uan,3,"[0, 0, 1]","[0, 0, 0]"
3859,4116,U+0733E,猾,0,犭骨,hua2,犭,骨,犭,gu3,h,ua,2,00,,犭,g,u,3,"[0, 0, 0]","[0, 0, 0]"
3860,4117,U+0733F,猿,0,犭袁,yuan2,犭,袁,犭,yuan2,y,uan,2,00,,犭,y,uan,2,"[0, 0, 0]","[1, 1, 1]"
3862,4119,U+07345,獅,0,犭師,shi1,犭,師,犭,shi1,sh,i,1,00,,犭,sh,i,1,"[0, 0, 0]","[1, 1, 1]"
3863,4120,U+07346,獆,0,犭皋,hao2,犭,皋,犭,gao1,h,ao,2,00,,犭,g,ao,1,"[0, 0, 0]","[0, 1, 0]"
3864,4121,U+0734C,獌,0,犭曼,man4,犭,曼,犭,man4,m,an,4,00,,犭,m,an,4,"[0, 0, 0]","[1, 1, 1]"
3865,4122,U+0734E,獎,1,將犬,jiang3,將,犬,jiang1,quan3,j,iang,3,j,iang,1,q,uan,3,"[1, 1, 0]","[0, 0, 1]"
3866,4123,U+0734F,獏,0,犭莫,mu2,犭,莫,犭,mo4,m,u,2,00,,犭,m,o,4,"[0, 0, 0]","[1, 0, 0]"
3867,4124,U+07357,獗,0,犭厥,jue2,犭,厥,犭,jue2,j,ue,2,00,,犭,j,ue,2,"[0, 0, 0]","[1, 1, 1]"
3868,4125,U+07358,獘,1,敝犬,bi4,敝,犬,bi4,quan3,b,i,4,b,i,4,q,uan,3,"[1, 1, 1]","[0, 0, 0]"
3869,4126,U+0735C,獜,0,犭粦,lin2,犭,粦,犭,lin4,l,in,2,00,,犭,l,in,4,"[0, 0, 0]","[1, 1, 0]"
3870,4127,U+0735F,獟,0,犭堯,yao4,犭,堯,犭,yao2,y,ao,4,00,,犭,y,ao,2,"[0, 0, 0]","[1, 1, 0]"
3871,4128,U+07361,獡,0,犭舄,shuo4,犭,舄,犭,xi4,sh,uo,4,00,,犭,x,i,4,"[0, 0, 0]","[0, 0, 1]"
3872,4129,U+07362,獢,0,犭喬,xiao1,犭,喬,犭,qiao2,x,iao,1,00,,犭,q,iao,2,"[0, 0, 0]","[0, 1, 0]"
3873,4130,U+07367,獧,0,犭睘,juan4,犭,睘,犭,qiong2,j,uan,4,00,,犭,q,iong,2,"[0, 0, 0]","[0, 0, 0]"
3874,4131,U+07368,獨,0,犭蜀,du2,犭,蜀,犭,shu3,d,u,2,00,,犭,sh,u,3,"[0, 0, 0]","[0, 1, 0]"
3875,4132,U+0736A,獪,0,犭會,kuai4,犭,會,犭,hui4,k,uai,4,00,,犭,h,ui,4,"[0, 0, 0]","[0, 0, 1]"
3876,4133,U+0736B,獫,0,犭僉,xian3,犭,僉,犭,qian1,x,ian,3,00,,犭,q,ian,1,"[0, 0, 0]","[0, 1, 0]"
3877,4134,U+07370,獰,0,犭寧,ning2,犭,寧,犭,ning2,n,ing,2,00,,犭,n,ing,2,"[0, 0, 0]","[1, 1, 1]"
3878,4135,U+07371,獱,0,犭賓,pin2,犭,賓,犭,bin1,p,in,2,00,,犭,b,in,1,"[0, 0, 0]","[0, 1, 0]"
3879,4136,U+07372,獲,0,犭蒦,huo4,犭,蒦,犭,wo4,h,uo,4,00,,犭,w,o,4,"[0, 0, 0]","[0, 0, 1]"
3880,4137,U+07373,獳,0,犭需,nou4,犭,需,犭,xu1,n,ou,4,00,,犭,x,u,1,"[0, 0, 0]","[0, 0, 0]"
3881,4138,U+07375,獵,0,犭巤,lie4,犭,巤,犭,lie1,l,ie,4,00,,犭,l,ie,1,"[0, 0, 0]","[1, 1, 0]"
3882,4139,U+07377,獷,0,犭廣,guang3,犭,廣,犭,guang3,g,uang,3,00,,犭,g,uang,3,"[0, 0, 0]","[1, 1, 1]"
3883,4140,U+07378,獸,0,嘼犬,shou4,嘼,犬,xiu4,quan3,sh,ou,4,x,iu,4,q,uan,3,"[0, 0, 1]","[0, 0, 0]"
3884,4141,U+0737A,獺,0,犭賴,ta3,犭,賴,犭,lai4,t,a,3,00,,犭,l,ai,4,"[0, 0, 0]","[0, 0, 0]"
3885,4142,U+0737B,獻,0,鬳犬,xian4,鬳,犬,juan4,quan3,x,ian,4,j,uan,4,q,uan,3,"[0, 0, 1]","[0, 0, 0]"
3886,4143,U+0737F,獿,0,犭夒,nao2,犭,夒,犭,nao2,n,ao,2,00,,犭,n,ao,2,"[0, 0, 0]","[1, 1, 1]"
